AGE,CITY,EDUC,EXPER,EXPERSQ,FAMINC,FATHEDUC,HOURS,HUSAGE,HUSEDUC,HUSHRS,HUSWAGE,INLF,KIDSGE6,KIDSLT6,LWAGE,MOTHEDUC,MTR,NWIFEINC,REPWAGE,UNEM,WAGE
52,1,14,18,324,30600,12,1791,57,12,1904,7.3529,1,0,0,1.9268292189,14,0.6615,18.2999500000,6.18,9.5,6.8677
35,1,13,4,16,39000,10,1404,38,14,2360,11.8640,1,3,0,1.2701256275,7,0.6215,33.9999351501,5.30,9.0,3.5613
55,0,6,37,1369,15428,7,1920,58,8,1960,5.3327,1,0,0,0.6826927000,7,0.7215,11.6279363632,2.58,7.5,1.9792
35,0,16,13,169,23300,7,2141,42,16,2000,5.5000,1,0,0,1.6810700000,7,0.6615,11.8000459671,6.00,7.5,5.3713
49,1,14,14,196,42100,16,1720,45,16,2600,7.2308,1,1,0,0.5562960000,16,0.5215,39.0999755859,0.00,9.5,1.7442
38,1,15,17,289,36430,7,3533,38,9,2000,7.0000,1,2,2,1.6282204390,12,0.6400,18.4300700000,8.50,9.5,5.0948
42,1,14,5,25,26000,7,2000,45,14,2218,7.2137,1,2,0,0.9162908000,7,0.6915,21.0000000000,0.00,9.5,2.5000
48,0,8,2,4,62060,7,800,52,5,2000,4.5000,1,1,0,1.3415584564,7,0.7515,59.0000000000,2.30,7.5,3.8250
51,1,14,0,0,28300,12,3000,53,16,2595,8.8632,1,0,0,0.0000000000,12,0.6215,25.3000000000,0.00,9.5,1.0000
43,1,12,3,9,24149,10,293,47,12,2400,9.3333,1,2,0,1.1222312450,12,0.6615,23.2489900000,4.00,7.5,3.0717
43,1,12,21,441,28141,10,1872,48,12,2856,3.8263,1,1,0,0.5401708000,12,0.6615,24.9280872345,0.00,7.5,1.7163
38,1,12,20,400,23057,10,2058,38,14,2601,5.4448,1,1,0,1.3915057182,10,0.6615,14.7819881439,4.00,7.5,4.0209
44,1,12,19,361,28900,7,1832,48,9,2054,8.7634,1,1,0,1.6971740000,3,0.6215,18.9000282288,4.95,7.5,5.4585
36,1,12,4,16,24000,10,120,35,12,2500,8.4000,1,3,1,3.2188760000,12,0.6615,21.0000000000,9.98,9.5,25.0000
38,0,12,19,361,13900,12,1632,31,12,1960,5.1020,1,0,0,0.8711678000,12,0.7215,10.0000100000,2.30,7.5,2.3897
47,1,8,11,121,31810,12,778,51,8,2058,7.4101,1,0,0,1.1673295498,12,0.6915,29.3099746704,7.25,5.0,3.2134
34,0,12,14,196,19840,7,1984,49,10,2410,5.3527,1,2,0,1.2169877291,7,0.6915,13.1400318146,3.14,7.5,3.3770
40,1,17,8,64,25490,17,225,38,17,1278,19.5620,1,2,1,0.5753766000,16,0.6615,25.0899944305,0.00,14.0,1.7778
31,0,12,13,169,20800,12,1960,35,12,2875,5.0783,1,1,0,1.1516157389,12,0.6915,14.5999317169,3.18,7.5,3.1633
46,1,12,24,576,2400,16,444,49,12,2340,0.5128,1,0,0,0.9942513000,10,0.8015,1.2000012398,0.00,7.5,2.7027
36,1,14,1,1,32650,10,384,43,17,3060,5.4020,1,3,0,0.5263249000,10,0.5815,32.0000038147,0.00,14.0,1.6927
39,1,13,1,1,16370,16,1170,47,12,1920,7.8646,1,2,1,-1.5431821346,12,0.7215,16.1199700000,0.00,11.0,0.2137
36,0,17,3,9,35500,7,1330,38,12,3390,6.0531,1,2,0,1.9120430000,7,0.5515,26.5000228882,4.50,14.0,6.7669
37,0,8,4,16,15100,7,1350,41,12,2400,5.0000,1,4,0,0.5542873000,7,0.7515,12.7500553131,2.10,3.0,1.7407
39,0,12,21,441,14100,9,480,40,11,1640,7.6829,1,4,0,0.9162908000,7,0.7515,12.9000000000,0.00,3.0,2.5000
36,0,11,10,100,19600,3,1984,38,8,1656,6.0386,1,3,1,1.5009391308,7,0.7215,10.6999750137,3.26,14.0,4.4859
49,1,12,13,169,19434,7,1944,53,16,1920,5.8510,1,2,0,0.9446838000,7,0.7215,14.4340314865,2.70,5.0,2.5720
45,1,12,9,81,23882,7,50,46,10,1780,6.7416,1,1,1,1.2412686348,7,0.7215,23.7090000000,5.00,9.5,3.4600
32,0,17,14,196,17300,7,460,31,17,1850,8.1081,1,0,2,1.5649843216,7,0.7215,15.1000041962,0.00,7.5,4.7826
36,0,10,2,4,19772,7,680,43,12,3430,5.3061,1,5,0,0.8380265000,7,0.7215,18.1999759674,0.00,7.5,2.3118
40,1,12,21,441,35641,7,2450,40,8,2008,7.2709,1,1,0,1.6688570000,7,0.6215,22.6410560608,6.50,5.0,5.3061
43,1,13,22,484,34220,7,2144,43,11,2140,8.1776,1,2,0,1.7694286108,7,0.5815,21.6400800000,0.00,7.5,5.8675
33,1,12,14,196,30000,16,1760,34,12,3380,7.1006,1,1,0,1.2264482975,12,0.5815,23.9999847412,3.21,11.0,3.4091
30,1,12,7,49,18000,12,490,33,11,2430,6.5844,1,1,0,1.4064891338,12,0.6915,16.0000152588,2.46,7.5,4.0816
49,1,12,2,4,21025,12,0,54,15,2550,7.8529,0,1,0,NA,14,0.6615,21.0250000000,0.00,7.5,NA
30,1,16,5,25,23600,7,0,34,16,1928,11.9290,0,0,2,NA,14,0.6615,23.6000000000,0.00,9.5,NA
30,0,12,12,144,22800,12,0,39,17,1100,18.0000,0,0,1,NA,12,0.6615,22.8000000000,0.00,7.5,NA
41,1,12,1,1,35910,7,0,40,16,3193,10.0220,0,4,0,NA,7,0.5815,35.9100000000,0.00,7.5,NA
45,1,12,12,144,21700,7,0,46,16,2250,9.3333,0,1,0,NA,7,0.6615,21.7000000000,0.00,5.0,NA
43,1,12,4,16,21823,7,0,44,13,2012,6.0850,0,5,0,NA,7,0.7515,21.8230000000,0.00,7.5,NA
42,1,13,9,81,31000,7,0,46,15,3856,5.7054,0,1,0,NA,10,0.6615,31.0000000000,0.00,11.0,NA
60,1,12,9,81,15300,7,0,58,12,1645,9.1185,0,0,0,NA,7,0.7215,15.3000000000,0.00,7.5,NA
57,1,12,6,36,12925,3,0,57,12,1554,7.2072,0,0,0,NA,9,0.7215,12.9250000000,0.00,7.5,NA
38,0,10,5,25,15830,7,0,41,8,2352,5.3146,0,2,0,NA,12,0.7515,15.8300000000,0.00,5.0,NA
56,1,12,5,25,30200,12,0,58,12,1980,8.2828,0,0,0,NA,12,0.6915,30.2000000000,0.00,7.5,NA
32,0,12,8,64,16600,7,0,37,7,2352,7.0578,0,3,0,NA,10,0.7215,16.6000000000,0.00,5.0,NA
49,1,7,2,4,11000,7,0,58,6,1784,6.1659,0,1,0,NA,7,0.7515,11.0000000000,0.00,7.5,NA
55,0,12,6,36,15000,10,0,58,12,2500,2.7000,0,0,0,NA,7,0.7215,15.0000000000,0.00,3.0,NA
36,0,9,0,0,20528,7,0,39,14,2088,7.6628,0,1,1,NA,7,0.7215,20.5280000000,0.00,11.0,NA
44,0,12,3,9,13126,9,0,50,12,4640,1.8491,0,3,0,NA,9,0.7515,13.1260000000,0.00,14.0,NA
44,1,10,7,49,15550,14,0,60,12,3900,3.8462,0,1,0,NA,7,0.7215,15.5500000000,0.00,7.5,NA
35,1,14,3,9,18010,12,0,34,17,1988,9.0543,0,2,1,NA,3,0.7215,18.0100000000,0.00,7.5,NA
44,0,14,10,100,18874,10,0,45,10,1920,9.3750,0,3,2,NA,10,0.7215,18.8740000000,0.00,14.0,NA
45,1,12,3,9,24800,12,0,45,12,2400,8.3333,0,1,0,NA,12,0.6615,24.8000000000,0.00,14.0,NA
34,1,12,2,4,17500,17,0,38,12,1867,9.3733,0,0,1,NA,12,0.6915,17.5000000000,0.00,5.0,NA
30,1,17,12,144,16150,12,0,32,17,3570,4.4818,0,0,2,NA,12,0.7215,16.1500000000,0.00,7.5,NA
39,0,8,15,225,15189,3,0,44,12,2805,5.3476,0,1,0,NA,7,0.7215,15.1890000000,0.00,3.0,NA
36,0,12,5,25,6000,7,0,39,15,1110,3.2027,0,2,0,NA,7,0.7815,6.0000000000,0.00,14.0,NA
38,1,17,4,16,37250,12,0,42,16,2695,12.8010,0,2,0,NA,10,0.5515,37.2500000000,0.00,9.5,NA
53,1,12,10,100,27760,10,0,54,16,1950,6.9103,0,0,0,NA,10,0.6215,27.7600000000,0.00,7.5,NA
36,0,12,1,1,9090,7,0,42,12,2128,4.2293,0,2,0,NA,7,0.7715,9.0900000000,0.00,3.0,NA
32,1,12,8,64,14500,7,0,31,12,3260,4.4479,0,1,1,NA,12,0.7215,14.5000000000,0.00,7.5,NA
51,1,9,20,400,19700,7,0,51,12,1987,8.0523,0,3,0,NA,7,0.7215,19.7000000000,0.00,14.0,NA
38,1,11,4,16,16788,7,0,46,11,2185,7.5057,0,0,0,NA,10,0.6915,16.7880000000,0.00,14.0,NA
33,1,12,7,49,18520,10,0,36,12,2475,7.4747,0,0,2,NA,10,0.6915,18.5200000000,0.00,11.0,NA
54,1,12,10,100,20950,10,0,53,12,2610,6.3218,0,0,0,NA,16,0.6915,20.9500000000,0.00,9.5,NA
38,0,9,3,9,7574,3,0,44,12,1920,2.1354,0,3,0,NA,7,0.8015,7.5740000000,0.00,11.0,NA
30,0,11,5,25,10027,7,0,31,14,2352,4.2092,0,2,2,NA,7,0.7715,10.0270000000,0.00,3.0,NA
34,0,12,10,100,5000,12,0,30,12,3160,0.7595,0,3,2,NA,12,0.9415,5.0000000000,0.00,7.5,NA
34,0,9,0,0,7040,7,0,37,13,1040,4.8077,0,1,0,NA,12,0.7915,7.0400000000,0.00,3.0,NA
50,1,12,3,9,40800,7,0,49,12,3120,12.7880,0,2,0,NA,10,0.5215,40.8000000000,0.00,7.5,NA
30,0,17,10,100,16050,12,0,30,16,2240,7.1429,0,0,2,NA,12,0.7215,16.0500000000,0.00,11.0,NA
38,1,12,2,4,33100,7,0,42,16,1980,15.1520,0,2,0,NA,10,0.5815,33.1000000000,0.00,11.0,NA
54,1,14,10,100,33856,12,0,58,14,1960,7.9082,0,0,0,NA,12,0.7215,33.8560000000,0.00,9.5,NA
30,1,12,4,16,20500,12,0,31,17,2940,6.9728,0,2,1,NA,12,0.6915,20.5000000000,3.00,7.5,NA
55,1,12,0,0,28600,7,0,56,11,2467,4.9181,0,0,0,NA,7,0.5815,28.6000000000,0.00,5.0,NA
51,0,10,10,100,18750,10,0,56,12,2256,8.3112,0,1,0,NA,10,0.6915,18.7500000000,0.00,11.0,NA
44,1,12,5,25,20300,7,0,46,12,1680,7.1429,0,1,0,NA,7,0.7215,20.3000000000,0.00,9.5,NA
53,0,12,0,0,13420,7,0,55,12,2250,5.6889,0,0,0,NA,7,0.7215,13.4200000000,0.00,5.0,NA
42,0,10,0,0,18400,3,0,49,9,2400,7.0833,0,2,0,NA,3,0.7215,18.4000000000,0.00,5.0,NA
38,0,12,19,361,16682,7,0,42,11,2196,5.6922,0,2,0,NA,10,0.7215,16.6820000000,0.00,7.5,NA
38,1,13,2,4,32685,7,0,40,12,2400,11.4000,0,3,1,NA,7,0.6215,32.6850000000,0.00,7.5,NA
41,1,12,12,144,7050,3,0,41,11,3825,1.4152,0,4,1,NA,3,0.8015,7.0500000000,0.00,9.5,NA
35,1,8,5,25,10867,7,0,44,9,2860,2.7507,0,3,0,NA,12,0.7815,10.8670000000,0.00,9.5,NA
33,1,12,5,25,18220,12,0,34,12,2750,6.6182,0,2,1,NA,12,0.7215,18.2200000000,2.75,9.5,NA
48,0,13,5,25,26613,7,0,50,16,2103,9.2725,0,0,0,NA,7,0.6915,26.6130000000,0.00,7.5,NA
47,1,12,10,100,25000,10,0,51,12,1880,12.2870,0,0,0,NA,12,0.6215,25.0000000000,0.00,7.5,NA
34,1,12,0,0,15700,7,0,41,13,3185,2.8549,0,5,0,NA,7,0.7515,15.7000000000,0.00,7.5,NA
33,1,13,4,16,40250,10,0,37,17,2677,7.9709,0,1,2,NA,12,0.5215,40.2500000000,0.00,5.0,NA
31,0,13,3,9,73600,16,0,36,17,3600,19.4440,0,1,3,NA,12,0.4415,73.6000000000,0.00,11.0,NA
58,1,8,2,4,10592,7,0,58,8,4334,1.4806,0,0,0,NA,12,0.7515,10.5920000000,0.00,7.5,NA
49,0,12,1,1,8000,7,0,52,8,2874,1.8918,0,0,0,NA,7,0.7515,8.0000000000,0.00,3.0,NA
55,1,8,0,0,13400,3,0,56,9,1936,6.9215,0,1,0,NA,7,0.7215,13.4000000000,0.00,7.5,NA
44,1,14,1,1,23700,12,0,49,8,1964,10.6920,0,0,0,NA,12,0.6615,23.7000000000,1.50,14.0,NA
44,1,9,1,1,18900,7,0,48,8,1900,9.9474,0,0,0,NA,7,0.6915,18.9000000000,0.00,11.0,NA
36,1,16,6,36,48300,12,0,37,17,2500,19.0000,0,3,0,NA,7,0.4615,48.3000000000,0.00,9.5,NA
38,1,12,12,144,24470,14,0,46,14,3173,7.4882,0,3,0,NA,14,0.6615,24.4700000000,0.00,9.5,NA
37,1,16,6,36,28630,7,0,38,17,2916,9.2590,0,3,0,NA,16,0.6215,28.6300000000,0.00,7.5,NA
47,1,12,9,81,25320,7,0,51,12,2208,11.3220,0,0,0,NA,12,0.6215,25.3200000000,0.00,5.0,NA
47,1,12,14,196,13530,10,0,47,10,2094,6.4470,0,3,0,NA,12,0.7515,13.5300000000,0.00,7.5,NA
32,1,12,13,169,14800,7,0,33,12,2250,6.5778,0,1,1,NA,7,0.7215,14.8000000000,0.00,9.0,NA
43,0,12,8,64,17400,7,0,46,12,2000,6.1000,0,2,1,NA,12,0.7515,17.4000000000,0.00,7.5,NA
42,0,11,0,0,15980,10,0,48,10,2600,4.2308,0,4,1,NA,10,0.7815,15.9800000000,0.00,3.0,NA
56,0,12,1,1,16576,7,0,57,8,4368,2.2170,0,0,0,NA,7,0.7215,16.5760000000,0.00,7.5,NA
38,1,13,3,9,21850,7,0,40,16,3068,6.5189,0,5,0,NA,12,0.6915,21.8500000000,2.25,11.0,NA
52,1,12,13,169,14600,7,0,51,11,2218,6.4923,0,2,0,NA,7,0.7215,14.6000000000,0.00,14.0,NA
50,1,12,3,9,21600,12,0,56,12,1848,11.3640,0,0,0,NA,12,0.6615,21.6000000000,0.00,7.5,NA
33,1,16,8,64,24000,12,0,33,17,2430,9.8765,0,0,0,NA,12,0.6615,24.0000000000,0.00,7.5,NA
44,1,16,8,64,20883,7,0,44,17,2640,7.6576,0,2,0,NA,7,0.6915,20.8830000000,0.00,7.5,NA
41,0,12,18,324,19500,7,0,42,16,2108,8.3017,0,1,0,NA,7,0.6915,19.5000000000,0.00,14.0,NA
45,1,12,2,4,42800,12,0,45,12,1998,14.1140,0,1,0,NA,14,0.6215,42.8000000000,0.00,11.0,NA
53,0,14,3,9,41500,7,0,55,16,2500,16.0000,0,0,0,NA,7,0.5215,41.5000000000,0.00,7.5,NA
53,1,14,5,25,18965,12,0,56,17,1665,11.2910,0,0,0,NA,12,0.6915,18.9650000000,0.00,14.0,NA
42,1,12,2,4,16100,10,0,46,12,2990,2.3395,0,1,0,NA,12,0.7215,16.1000000000,0.00,9.5,NA
32,1,13,10,100,14700,17,0,35,16,1795,7.7994,0,0,2,NA,12,0.7215,14.7000000000,0.00,7.5,NA
56,1,12,30,900,18800,7,0,53,12,2500,6.0000,0,0,0,NA,7,0.7215,18.8000000000,0.00,7.5,NA
37,1,11,1,1,14750,7,0,40,11,2205,6.6893,0,3,1,NA,10,0.7515,14.7500000000,0.00,11.0,NA
40,1,12,5,25,21000,7,0,42,14,2460,8.5366,0,2,1,NA,12,0.6915,21.0000000000,0.00,14.0,NA
54,1,15,8,64,35400,7,0,55,16,1880,13.8300,0,3,0,NA,0,0.6215,35.4000000000,0.00,7.5,NA
53,0,7,0,0,10700,7,0,53,9,3481,1.4800,0,0,0,NA,7,0.7515,10.7000000000,0.00,7.5,NA
48,1,12,4,16,24500,7,0,51,12,2450,8.5714,0,1,0,NA,7,0.6615,24.5000000000,0.00,9.5,NA
36,1,12,2,4,17045,7,0,38,14,2062,8.2299,0,2,1,NA,7,0.7215,17.0450000000,0.00,9.5,NA
57,1,12,30,900,18800,7,0,52,14,2146,8.3877,0,0,0,NA,7,0.6915,18.8000000000,0.00,7.5,NA
51,1,12,25,625,14000,7,0,49,7,1575,7.3651,0,0,0,NA,10,0.7215,14.0000000000,0.00,14.0,NA
33,0,13,3,9,18214,0,0,37,12,3096,3.4415,0,4,0,NA,7,0.7215,18.2140000000,0.00,3.0,NA
52,1,12,20,400,20177,7,0,49,11,3280,3.3537,0,0,0,NA,7,0.7515,20.1770000000,0.00,7.5,NA
56,1,10,20,400,8300,7,0,60,8,1680,2.9762,0,0,0,NA,0,0.7815,8.3000000000,0.00,7.5,NA
36,1,12,0,0,14200,9,0,38,11,2625,5.1810,0,2,1,NA,14,0.7515,14.2000000000,0.00,7.5,NA
36,0,14,15,225,21768,12,0,50,16,1846,10.2930,0,0,1,NA,12,0.6915,21.7680000000,0.00,7.5,NA
46,1,12,10,100,29553,7,0,47,10,2178,13.2430,0,1,0,NA,10,0.5815,29.5530000000,0.00,14.0,NA
31,0,10,4,16,4350,7,0,33,9,960,3.6458,0,3,0,NA,7,0.9415,4.3500000000,0.00,7.5,NA
52,1,11,3,9,24000,7,0,51,12,2210,10.4070,0,0,0,NA,7,0.6615,24.0000000000,0.00,11.0,NA
46,1,12,10,100,18300,7,0,55,12,2192,8.2117,0,2,0,NA,7,0.6915,18.3000000000,0.00,7.5,NA
35,1,12,9,81,17200,3,0,44,16,1960,8.6735,0,0,2,NA,7,0.7215,17.2000000000,0.00,7.5,NA
59,0,12,7,49,16476,7,0,56,10,1920,8.3208,0,0,0,NA,7,0.6915,16.4760000000,0.00,14.0,NA
36,0,8,12,144,13400,0,0,40,12,2286,4.2870,0,1,0,NA,0,0.7515,13.4000000000,0.00,14.0,NA
51,0,7,0,0,44988,3,0,52,7,2000,10.5000,0,3,1,NA,3,0.5215,44.9880000000,0.00,14.0,NA
31,1,16,16,256,18200,12,0,31,12,2256,7.9787,0,0,1,NA,12,0.6915,18.2000000000,0.00,9.0,NA
31,1,14,4,16,28000,12,0,36,17,2370,11.8140,0,2,0,NA,12,0.6215,28.0000000000,0.00,14.0,NA
32,1,12,7,49,11550,12,0,39,13,1800,6.1111,0,1,1,NA,12,0.7515,11.5500000000,0.00,7.5,NA
35,1,16,7,49,28450,7,0,38,16,2250,12.5780,0,2,1,NA,12,0.6215,28.4500000000,0.00,14.0,NA
40,1,12,14,196,15096,10,0,43,12,1080,11.2440,0,3,0,NA,7,0.7515,15.0960000000,4.10,7.5,NA
33,0,10,2,4,8009,7,0,38,12,2840,2.7408,0,2,1,NA,7,0.7815,8.0090000000,0.00,14.0,NA
54,1,7,20,400,10040,0,0,52,11,2250,4.4444,0,0,0,NA,0,0.7515,10.0400000000,0.00,3.0,NA
36,1,12,5,25,16700,12,0,37,12,2746,5.8267,0,1,1,NA,12,0.7215,16.7000000000,0.00,7.5,NA
50,0,10,10,100,8400,7,0,60,8,2300,2.3478,0,1,0,NA,12,0.7815,8.4000000000,0.00,3.0,NA
54,0,8,20,400,13000,0,0,49,8,2860,4.4755,0,0,0,NA,0,0.7215,13.0000000000,0.00,3.0,NA
48,1,11,10,100,17970,7,0,49,12,1765,8.4986,0,1,0,NA,7,0.7215,17.9700000000,0.00,7.5,NA
41,0,15,8,64,18450,17,0,42,16,2520,7.1825,0,4,0,NA,14,0.7215,18.4500000000,0.00,5.0,NA
50,1,12,11,121,31000,7,0,53,12,2208,10.8700,0,4,0,NA,12,0.6615,31.0000000000,0.00,14.0,NA
46,1,12,3,9,24135,7,0,51,8,2119,7.1222,0,2,0,NA,10,0.7215,24.1350000000,0.00,7.5,NA
42,0,13,6,36,31700,12,0,47,17,2580,10.6592,0,1,0,NA,12,0.5815,31.7000000000,0.00,7.5,NA
31,0,9,4,16,10190,3,0,34,12,1984,3.2762,0,2,1,NA,3,0.7915,10.1900000000,0.00,14.0,NA
53,0,12,4,16,21574,10,0,58,8,1880,7.7521,0,0,0,NA,10,0.7215,21.5740000000,0.00,14.0,NA
51,1,12,9,81,26680,3,0,57,12,2185,11.9450,0,1,0,NA,3,0.6215,26.6800000000,0.00,7.5,NA
47,1,12,10,100,17700,9,0,57,12,2080,4.6154,0,1,0,NA,7,0.7515,17.7000000000,0.00,11.0,NA
50,1,12,3,9,29400,12,0,50,12,1920,13.0210,0,1,0,NA,12,0.6215,29.4000000000,0.00,14.0,NA
37,0,6,2,4,22159,7,0,52,5,3000,2.6667,0,1,0,NA,7,0.7515,22.1590000000,0.00,7.5,NA
30,0,12,2,4,35000,12,0,31,12,2100,8.8333,0,2,2,NA,12,0.5815,35.0000000000,0.00,11.0,NA
49,1,12,0,0,8630,16,0,39,12,1690,2.3669,0,0,0,NA,16,0.7915,8.6300000000,0.00,5.0,NA
52,1,12,8,64,17080,0,0,49,16,2600,5.0000,0,2,0,NA,7,0.7515,17.0800000000,0.00,14.0,NA
47,1,12,6,36,32500,7,0,49,16,1984,7.4597,0,2,0,NA,10,0.7215,32.5000000000,0.00,14.0,NA
49,1,12,15,225,16000,7,0,53,12,2064,7.7519,0,0,0,NA,7,0.7215,16.0000000000,0.00,11.0,NA
44,1,12,15,225,18850,10,0,31,16,2553,5.4054,0,4,0,NA,12,0.7515,18.8500000000,0.00,14.0,NA
53,1,8,9,81,17500,9,0,59,9,2776,6.1239,0,0,0,NA,9,0.6915,17.5000000000,0.00,9.5,NA
30,0,12,8,64,19392,12,0,31,13,2315,8.3369,0,0,1,NA,7,0.6915,19.3920000000,0.00,14.0,NA
54,1,12,18,324,14450,10,0,55,12,1880,7.1277,0,2,0,NA,7,0.7215,14.4500000000,0.00,7.5,NA
47,1,7,3,9,21800,0,0,51,7,2160,6.1204,0,1,1,NA,0,0.6915,21.8000000000,0.00,7.5,NA
56,1,15,10,100,7700,7,0,56,12,900,3.1111,0,0,0,NA,7,0.7515,7.7000000000,0.00,14.0,NA
49,0,12,6,36,31800,7,0,52,16,2467,12.1610,0,1,0,NA,7,0.5815,31.8000000000,0.00,11.0,NA
48,1,6,20,400,17258,7,0,55,12,1820,5.3846,0,0,0,NA,7,0.7515,17.2580000000,0.00,9.5,NA
49,0,12,8,64,13399,12,0,53,10,2223,3.9838,0,1,0,NA,10,0.7515,13.3990000000,0.00,9.5,NA
56,0,12,3,9,16073,16,0,60,12,2142,7.4697,0,1,0,NA,12,0.7215,16.0730000000,0.00,11.0,NA
46,1,12,4,16,23260,7,0,46,11,1928,11.4110,0,0,0,NA,7,0.6615,23.2600000000,0.00,7.5,NA
45,1,12,13,169,37300,12,0,49,17,2783,12.9360,0,2,0,NA,12,0.5515,37.3000000000,0.00,14.0,NA
32,1,12,4,16,11000,7,0,35,12,1960,5.6122,0,2,0,NA,12,0.7515,11.0000000000,0.00,11.0,NA
43,1,12,17,289,13075,7,0,41,12,1920,6.8099,0,1,1,NA,7,0.7515,13.0750000000,2.70,14.0,NA
34,1,12,4,16,13700,7,0,39,12,1587,8.5066,0,1,1,NA,7,0.7215,13.7000000000,0.00,9.5,NA
30,0,12,0,0,25100,10,0,51,10,2496,5.5080,0,1,1,NA,7,0.6615,25.1000000000,0.00,5.0,NA
38,1,17,15,225,18600,16,0,39,12,2280,7.2285,0,0,2,NA,12,0.6915,18.6000000000,4.80,5.0,NA
33,0,16,11,121,29000,16,0,36,17,2750,9.4545,0,1,1,NA,16,0.6215,29.0000000000,0.00,9.5,NA
52,1,12,23,529,19237,7,0,55,12,2115,8.9835,0,0,0,NA,7,0.6915,19.2370000000,0.00,9.5,NA
43,1,11,1,1,19855,14,0,45,12,2590,5.9846,0,3,0,NA,12,0.7215,19.8550000000,0.00,7.5,NA
33,0,12,5,25,9450,7,0,34,12,2372,3.9629,0,1,1,NA,12,0.7515,9.4500000000,0.00,9.5,NA
45,0,10,1,1,30000,7,0,48,12,2295,7.0575,0,0,0,NA,7,0.5815,30.0000000000,0.00,7.5,NA
36,1,10,5,25,15000,10,0,38,12,2096,7.1565,0,1,2,NA,10,0.7215,15.0000000000,0.00,14.0,NA
34,1,12,3,9,24701,12,0,39,17,3315,4.0145,0,1,1,NA,12,0.6615,24.7010000000,0.00,9.5,NA
37,0,14,3,9,15900,14,0,50,16,1777,3.8829,0,2,0,NA,10,0.7215,15.9000000000,0.00,11.0,NA
46,0,10,19,361,16240,7,0,51,12,1880,7.9787,0,1,0,NA,7,0.7215,16.2400000000,0.00,11.0,NA
47,1,12,20,400,21100,12,0,55,10,2184,5.0366,0,0,0,NA,12,0.7515,21.1000000000,0.00,9.5,NA
31,1,16,5,25,23000,12,0,32,16,3250,7.0769,0,1,2,NA,12,0.6615,23.0000000000,0.00,7.5,NA
57,0,5,0,0,6340,7,0,58,5,1520,3.6184,0,0,0,NA,7,0.7715,6.3400000000,0.00,14.0,NA
30,1,12,3,9,42250,10,0,30,13,3119,13.4660,0,1,1,NA,10,0.4915,42.2500000000,0.00,5.0,NA
30,1,12,3,9,14694,10,0,43,17,640,14.5310,0,0,0,NA,12,0.7215,14.6940000000,0.00,11.0,NA
44,1,12,7,49,21417,12,0,45,12,2250,6.8000,0,3,0,NA,12,0.7215,21.4170000000,0.00,9.5,NA
53,1,13,7,49,20200,12,0,53,13,3000,6.6667,0,0,0,NA,7,0.6615,20.2000000000,0.00,7.5,NA
51,1,8,1,1,12090,7,0,54,8,2028,5.9172,0,0,0,NA,7,0.7215,12.0900000000,0.00,9.5,NA
39,1,12,13,169,24760,7,0,36,14,2412,10.2400,0,3,1,NA,12,0.6615,24.7600000000,0.00,5.0,NA
52,0,8,0,0,23000,3,0,54,12,2452,8.1566,0,0,0,NA,7,0.6915,23.0000000000,0.00,3.0,NA
46,1,8,0,0,19365,3,0,50,12,2304,6.6775,0,4,0,NA,3,0.7215,19.3650000000,0.00,11.0,NA
47,0,12,12,144,5550,7,0,49,12,3120,0.9615,0,5,0,NA,7,0.9415,5.5500000000,0.00,3.0,NA
52,1,8,0,0,68035,3,0,54,8,1670,16.9070,0,2,0,NA,7,0.4415,68.0350000000,0.00,7.5,NA
45,1,12,5,25,29300,14,0,46,15,2137,13.5700,0,2,0,NA,10,0.6215,29.3000000000,0.00,7.5,NA
60,1,11,45,2025,18500,7,0,52,11,2071,8.9329,0,0,0,NA,7,0.6915,18.5000000000,0.00,7.5,NA
41,0,13,10,100,22582,7,0,54,7,1960,4.7372,0,2,0,NA,17,0.7215,22.5820000000,0.00,11.0,NA
39,1,8,2,4,21500,7,0,45,12,2068,8.5106,0,3,0,NA,7,0.7215,21.5000000000,0.00,7.5,NA
49,0,12,3,9,28070,7,0,51,12,2190,5.2511,0,1,0,NA,7,0.7515,28.0700000000,0.00,7.5,NA
32,1,15,1,1,50300,12,0,37,13,2295,21.7860,0,1,1,NA,12,0.4415,50.3000000000,0.00,14.0,NA
33,1,12,5,25,23500,12,0,34,13,2970,7.9125,0,3,1,NA,12,0.6615,23.5000000000,0.00,14.0,NA
36,0,10,10,100,15500,9,0,37,8,2068,7.1083,0,4,0,NA,7,0.7515,15.5000000000,0.00,14.0,NA
37,0,13,4,16,13440,0,0,39,14,2419,5.0434,0,3,3,NA,7,0.7715,13.4400000000,0.00,5.0,NA
30,0,12,7,49,8100,12,0,34,11,2150,2.2442,0,2,1,NA,12,0.7815,8.1000000000,0.00,11.0,NA
44,1,11,9,81,9800,12,0,37,10,1152,8.5069,0,1,1,NA,7,0.7515,9.8000000000,0.00,9.5,NA
48,1,12,5,25,20300,12,0,49,12,2640,7.5758,0,1,0,NA,7,0.6915,20.3000000000,0.00,5.0,NA
40,1,11,4,16,15000,7,0,45,11,2550,5.8824,0,4,0,NA,7,0.7515,15.0000000000,0.00,14.0,NA
47,1,13,11,121,56100,9,0,49,16,1360,40.4410,0,0,0,NA,9,0.4415,56.1000000000,0.00,5.0,NA
